rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
1,1000.01,1000,50365310,50365310.01,1,PC,07h29m25.85s,112.357708,-12d41m45.46s,-12.695960000000001,-5.9639999999999995,-0.076,2458493.384,2.1715299999999997,1.9369999999999998,720.0,5.5648,6563.75,2507.0,9.604,485.735,10249.0,4.19,2.17,3/26/2019 13:55,10/30/2020 1:59
2,1001.01,1001,88863718,88863718.01,1,PC,08h10m19.31s,122.58046499999999,-05d30m49.87s,-5.513852,-4.956,-15.555,2458492.839,1.9321700000000002,3.447,980.0,5.80204,5753.0,2426.0,9.42344,295.862,7070.0,4.03,2.01,3/26/2019 13:55,5/20/2020 16:00
3,1002.01,1002,124709665,124709665.0,1,PC,06h58m54.47s,104.726966,-10d34m49.64s,-10.580455,-1.462,-2.249,2458492.602,1.86722,1.926,1630.0,51.1665,38023.4,3890.0,9.299501,943.1089999999999,8924.0,4.03,5.73,3/26/2019 13:55,10/30/2020 1:59
4,1003.01,1003,106997505,106997505.0,1,FP,07h22m14.39s,110.559945,-25d12m25.26s,-25.207017,-0.9390000000000001,1.64,2458493.3959999997,2.74323,3.167,383.410004,51.1665,1177.359985,1631.0,9.3003,7728.17,5388.5,4.15,5.73,3/26/2019 13:55,12/17/2019 10:00
5,1004.01,1004,238597883,238597883.0,1,PC,08h08m42.77s,122.178195,-48d48m10.12s,-48.802811,-4.496,9.347000000000001,2458493.512,3.57491,2.576,500.0,4.752759999999999,2929.87,2049.0,9.1355,356.43699999999995,9219.0,4.14,2.15,3/26/2019 13:55,10/30/2020 1:59
6,1005.01,1005,169904935,169904935.0,1,FP,08h02m49.15s,120.704811,-11d06m05.48s,-11.101521,-26.932,-2.9010000000000002,2458492.555,4.55072,2.5989999999999998,3620.0,6.544490000000001,254.05,1112.0,9.1309,100.711,5613.0,4.14,1.09,3/26/2019 13:55,5/20/2020 16:00
7,1006.01,1006,156115721,156115721.0,1,PC,08h17m26.22s,124.35923899999999,-27d16m24.68s,-27.273521000000002,-29.1,-6.8,2458493.6769999997,2.5044299999999997,3.185,1250.0,6.08324,6874.38,2536.0,9.2386,100.711,6616.0,4.14,1.53,3/26/2019 13:55,10/30/2020 1:59
8,1007.01,1007,65212867,65212867.01,1,PC,07h31m00.57s,112.752393,-04d27m48.09s,-4.463359,0.35700000000000004,3.3989999999999996,2458492.0409999997,6.99823,4.314,2820.0,15.5416,1414.33,1708.0,8.87759,283.291,6596.0,3.71,2.7,3/26/2019 13:55,5/20/2020 16:00
9,1008.01,1008,440801822,440801822.0,1,FP,07h17m31.88s,109.38283899999999,+13d23m42.79s,13.395219,-17.9,1.3,2458492.5209999997,2.04936,2.234,249.5,1.71607,2107.050049,1887.0,8.9362,144.297,6858.5,4.2,0.99,3/26/2019 13:55,3/4/2020 12:58
10,1009.01,1009,107782586,107782586.0,1,PC,07h26m40.28s,111.667845,-24d27m43.6s,-24.462111,-3.2969999999999997,4.849,2458492.253,1.96022,1.611,1420.0,1.71607,15070.9,3086.0,8.4331,866.1469999999999,8868.7,4.2,0.99,3/26/2019 13:55,10/30/2020 1:59
11,101.01,101,231663901,231663901.0,1,KP,21h14m56.88s,318.737012,-55d52m18.71s,-55.871863,12.640999999999998,-16.011,2459036.904,1.430343,1.637794,19976.63002,13.576367999999999,1281.2728650000001,1525.914348,12.4069,375.31,5600.0,4.48851,0.890774,9/5/2018 18:34,9/19/2020 10:00
12,1010.01,1010,139853601,139853601.0,1,PC,07h29m10.56s,112.293981,-21d49m58.48s,-21.832912,-5.746,4.502,2458492.258,0.68088,1.4580000000000002,1580.0,13.576367999999999,182419.0,5757.0,8.45086,485.12199999999996,9438.0,4.48851,0.890774,3/26/2019 13:55,10/30/2020 1:59
13,1011.01,1011,114018671,114018671.0,1,PC,07h35m56.34s,113.984761,-32d50m31.2s,-32.841999,145.102,-134.901,2458492.444,2.46992,2.151,200.0,1.3396299999999999,507.741,1322.0,8.2388,52.62,5413.7,4.46,0.94,3/26/2019 13:55,10/30/2020 1:59
14,1012.01,1012,427508467,427508467.0,1,PC,07h48m22.87s,117.095285,+06d47m06.23s,6.785064,-2.99,-0.028999999999999998,2458492.1040000003,0.88425,1.6569999999999998,1760.0,16.5334,105841.0,5024.0,8.127180000000001,295.959,8928.0,3.92,2.72,3/26/2019 13:55,5/20/2020 16:00
15,1013.01,1013,97700520,97700520.01,1,PC,07h09m08.66s,107.28606299999998,-31d56m00.68s,-31.933522999999997,-3.9730000000000003,7.061,2458494.3680000002,5.4298,3.779,15610.0,16.5334,4847.57,2324.0,7.6095,510.295,8868.7,3.92,2.72,3/26/2019 13:55,2/19/2021 10:00
16,1014.01,1014,96246348,96246348.01,1,PC,06h54m14.78s,103.56160200000001,-34d13m22.15s,-34.22282,-13.062999999999999,9.737,2459201.973,1.4095309999999999,1.34066,3488.046877,16.5334,1650.402759,1625.613266,7.678,224.672,9307.0,3.92,2.72,3/26/2019 13:55,2/19/2021 16:00
17,1015.01,1015,155044736,155044736.0,1,PC,08h11m35.03s,122.89596399999999,-27d58m18.83s,-27.971896,1.5659999999999998,-17.974,2458493.081,1.37259,1.794,730.0,18.1328,748.3910000000001,1457.0,10.7069,906.4960000000001,4897.0,3.92,6.8,4/1/2019 16:51,10/30/2020 1:59
18,1016.01,1016,175310067,175310067.0,1,FP,07h44m26.59s,116.110771,-36d05m53.83s,-36.098285,-9.231,11.614,2458502.264,12.70907,7.046,3940.0,19.5052,3840.6,2193.0,10.6257,368.64599999999996,7601.0,4.31,1.54,4/1/2019 16:52,1/2/2021 12:01
19,1017.01,1017,182943944,182943944.0,1,FP,08h18m54.34s,124.72641100000001,-37d46m59.7s,-37.78325,-11.277999999999999,9.593,2458518.965,1.10422,2.37,14177.7002,21.0448,39459.30078,3926.0,10.6019,406.99699999999996,6995.200195,4.07,1.61,4/1/2019 16:52,12/17/2019 10:00
20,1018.01,1018,291555748,291555748.0,1,FP,07h26m51.84s,111.71601899999999,-50d15m59.64s,-50.266566999999995,-8.017999999999999,11.56,2458492.781,4.9591199999999995,2.509,7440.0,22.9123,673.55,1419.0,10.6254,360.541,5889.0,3.86,2.0,4/1/2019 16:52,11/26/2020 12:00
21,1019.01,1019,341420329,341420329.0,1,PC,08h00m35.52s,120.147994,-54d52m42.79s,-54.878552,-11.732000000000001,2.5860000000000003,2458494.4359999998,5.23416,3.5439999999999996,22240.0,23.8497,1150.54,1622.0,10.6348,399.54400000000004,7645.0,4.3,1.56,4/1/2019 16:51,10/30/2020 1:59
22,102.01,102,149603524,149603524.0,1,KP,05h48m33.56s,87.139821,-63d59m17.98s,-63.988329,-15.640999999999998,26.046,2459204.054,4.412001999999999,3.7637150000000004,13834.06524,14.554236999999999,673.776826,1299.417667,9.7109,175.63099999999997,6280.0,4.32092,1.2142700000000002,9/5/2018 18:34,2/18/2021 16:00
23,1020.01,1020,140706664,140706664.0,1,FP,08h33m31.67s,128.381976,-43d49m42.32s,-43.828421,-5.814,4.328,2458521.2909999997,3.2889199999999996,3.793,10518.90039,14.554236999999999,29832.59961,3661.0,10.7173,906.827,8734.200195,4.1,1.2142700000000002,4/1/2019 16:52,3/4/2020 12:58
24,1021.01,1021,143994283,143994283.0,1,FP,07h57m12.18s,119.30075,-42d59m56.94s,-42.999148999999996,-3.2110000000000003,-15.082,2458492.904,1.9087900000000002,1.909,618.481995,3.34688,985.807007,1561.0,10.5551,235.97400000000002,6022.600098,4.52,1.22,4/1/2019 16:51,3/4/2020 12:58
25,1022.01,1022,47384844,47384844.01,1,PC,10h51m51.58s,162.96491,-05d47m19.35s,-5.788708,-15.787,-11.849,2458547.4480000003,3.09574,4.475,380.0,3.4262,18087.90039,3230.0,8.729239999999999,120.666,6084.0,4.13,1.41,6/4/2019 14:32,1/6/2021 12:01
26,1023.01,1023,238374636,238374636.0,1,FP,08h03m21.05s,120.83768799999999,-51d20m44.25s,-51.345626,-23.366,22.651999999999997,2458493.205,1.3238,3.162,3450.0,20.851601000000002,13560.5,3006.0,9.697000000000001,316.39799999999997,5050.799805,3.56,3.37,6/11/2019 14:45,3/4/2020 12:58
27,1024.01,1024,141482386,141482386.0,1,FP,05h47m16.97s,86.820714,-72d25m21.4s,-72.422611,1.128,11.562999999999999,2458339.723,18.0157,2.524,610.0,21.644000000000002,7.6436399999999995,463.0,10.0814,692.2660000000001,4709.0,3.56,7.61,6/11/2019 14:45,11/14/2020 12:00
28,1025.01,1025,297967252,297967252.0,1,PC,09h30m05.08s,142.521159,-51d31m01.61s,-51.517114,-19.153,11.046,2458545.147,9.68337,2.353,3950.0,21.644000000000002,921.2260000000001,1534.0,5.5324,129.838,8598.7,3.56,7.61,6/11/2019 14:44,10/30/2020 1:59
29,1026.01,1026,388624270,388624270.0,1,PC,08h21m44.31s,125.434634,-51d45m33.99s,-51.759442,47.228,-6.325,2458528.418,9.68337,7.841,8060.0,9.341439999999999,921.2260000000001,1534.0,9.9138,105.677,5690.0,4.58,0.85,6/11/2019 14:45,10/30/2020 1:59
30,1027.01,1027,20318757,20318757.01,1,PC,11h08m31.99s,167.133275,-29d39m11.29s,-29.653135,-87.554,12.992,2458547.164,3.2862699999999996,1.815,1480.0,3.01525,207.40200000000002,1057.0,10.2103,56.3449,4272.0,4.6,0.68,6/11/2019 14:45,10/30/2020 1:59
31,1028.01,1028,447283466,447283466.0,1,FP,10h28m23.6s,157.09833700000001,-51d42m19.47s,-51.705409,30.65,-33.906,2458544.481,1.01606,2.843,240.0,1.20704,2784.04,2023.0,7.9059,23.7748,4634.0,4.64,0.68,6/11/2019 14:45,5/20/2020 16:00
32,1029.01,1029,374908020,374908020.0,1,FP,05h54m57.38s,88.73909,-65d57m31.82s,-65.958839,30.65,-33.906,2458365.893,36.222141,5.107,7170.0,1.20704,2784.04,2023.0,6.841,23.7748,4634.0,4.64,0.68,6/11/2019 14:45,3/4/2020 12:58
33,103.01,103,336732616,336732616.0,1,KP,20h49m49.8s,312.457488,-24d25m43.3s,-24.428694,10.425999999999998,15.62,2458327.253,3.547854,3.494333,10424.3718,14.581841,1212.0043759999999,1504.858953,11.5232,411.211,6351.0,4.22896,1.4,9/5/2018 18:34,10/27/2020 10:00
34,1030.01,1030,464296022,464296022.0,1,FP,10h23m19.55s,155.831478,-57d35m24.89s,-57.590247999999995,-26.184,22.489,2458551.328,12.12369,4.849,6142.77002,9.256639999999999,223.19500699999998,1076.0,9.5706,78.41273000000001,4807.600098,4.17,1.07,6/25/2019 15:58,3/4/2020 12:58
35,1031.01,1031,304021498,304021498.0,1,PC,09h23m32.13s,140.88388999999998,-67d01m33.62s,-67.02600600000001,-23.901,3.03,2458547.3819999998,5.6529300000000005,2.928,1180.0,6.716360000000001,351.918,1206.0,9.7318,270.77099999999996,6415.4,3.98,1.92,6/25/2019 15:58,10/30/2020 1:59
36,1032.01,1032,146589986,146589986.0,1,PC,10h36m53.16s,159.221506,-42d32m29.9s,-42.541639,-15.15,6.437,2458547.455,5.66314,3.748,3650.0,14.3662,3475.18,2139.0,9.7611,587.196,10395.0,4.13,2.34,6/11/2019 14:45,10/30/2020 1:59
37,1033.01,1033,149601557,149601557.0,1,FP,05h49m07.82s,87.282586,-60d29m54.4s,-60.49844399999999,8.9,20.7,2459179.545,29.01625,6.507000000000001,1440.0,9.84223,159.189,2139.0,10.0163,219.94,6113.1,4.13,2.01,6/11/2019 14:45,2/18/2021 10:00
38,1034.01,1034,400595342,400595342.0,1,PC,08h57m46.02s,134.441752,-49d00m02.08s,-49.000578000000004,-4.837,4.109,2458518.8109999998,3.6422199999999996,2.7569999999999997,510.0,3.6510300000000004,4432.06,2273.0,9.8174,363.44,9810.0,4.43,1.61,6/11/2019 14:44,10/30/2020 1:59
39,1035.01,1035,361413119,361413119.0,1,PC,09h36m36.07s,144.150273,-61d34m59.46s,-61.583181999999994,-9.506,16.897000000000002,2458545.785,6.07484,2.324,5410.0,21.7247,351.181,1206.0,10.1126,347.556,5964.0,3.7,2.43,6/11/2019 14:45,10/30/2020 1:59
40,1036.01,1036,146172354,146172354.0,1,PC,10h31m28.11s,157.86711200000002,-42d14m25.61s,-42.240448,10.992,-57.748000000000005,2458548.034,3.78031,3.188,2850.0,6.50939,682.071,1423.0,10.2855,184.015,5771.0,4.31,1.18,6/11/2019 14:45,10/30/2020 1:59
41,1037.01,1037,363260203,363260203.0,1,PC,09h49m32.44s,147.385172,-63d18m23.32s,-63.306478000000006,-19.687,10.953,2458544.667,1.20262,1.915,370.0,3.2889999999999997,14407.9,3052.0,9.0211,279.698,9158.0,4.32,1.74,6/11/2019 14:44,10/30/2020 1:59
42,1038.01,1038,90544017,90544017.01,1,FP,08h33m49.11s,128.454638,-49d56m25.25s,-49.940346999999996,-15.5,7.0,2458519.045,3.2237400000000003,2.248,570.0,3.2889999999999997,4568.009765999999,2290.0,8.7157,280.765,8904.0,4.09,1.74,6/11/2019 14:45,3/4/2020 12:58
43,1039.01,1039,461867584,461867584.0,1,PC,09h58m45.25s,149.688545,-58d45m37.63s,-58.760453000000005,-6.434,4.098,2458546.0530000003,4.42045,4.38,5980.0,3.2889999999999997,4568.009765999999,2290.0,8.5483,2864.34,8904.0,4.09,1.74,6/25/2019 15:58,10/30/2020 1:59
44,104.01,104,231670397,231670397.0,1,KP,21h19m47.93s,319.949697,-58d08m56.16s,-58.14893299999999,10.552,-10.658,2459038.864,4.087493,5.602983999999999,3518.024086,13.667798000000001,2242.218597,1755.048963,9.8638,316.678,6036.0,3.93359,2.21867,9/5/2018 18:34,9/19/2020 10:00
45,1040.01,1040,310483807,310483807.0,1,FP,08h34m27.41s,128.61421,-61d29m17.74s,-61.488262,-11.78,6.725,2458520.6569999997,2.55555,1.5659999999999998,340.0,11.5901,3520.68,2145.0,8.3854,732.432,10037.0,3.93359,6.04,6/11/2019 14:45,5/20/2020 16:00
46,1041.01,1041,385624852,385624852.0,1,PC,09h13m36.54s,138.402252,-55d11m52.48s,-55.19791,-14.189,14.261,2458547.348,8.30792,3.228,8350.0,43.1068,2276.25,1924.0,8.0981,305.034,9081.0,3.83,3.05,6/11/2019 14:45,11/30/2020 3:13
47,1042.01,1042,360286627,360286627.0,1,PC,09h27m54.05s,141.975215,-61d19m48.14s,-61.330040000000004,-11.595,3.139,2458544.455,0.7581,1.065,780.0,9.88225,14573.0,3060.0,9.718,792.633,9917.0,3.75,3.51,6/25/2019 15:58,10/30/2020 1:59
48,1043.01,1043,90448944,90448944.01,1,PC,08h33m12.56s,128.30231899999998,-52d42m51.13s,-52.714202,-9.496,14.659,2458518.269,1.44095,2.1069999999999998,490.0,3.4750900000000002,6265.36,2478.0,9.5719,208.055,6902.0,4.25,1.52,6/11/2019 14:45,10/30/2020 1:59
49,1044.01,1044,463402815,463402815.0,1,PC,10h15m14.65s,153.811023,-58d45m59.01s,-58.76639300000001,-14.440999999999999,6.2139999999999995,2458544.598,1.0086,1.597,2610.0,3.4750900000000002,8072.13,2640.0,10.0031,494.689,5215.2,4.25,1.52,6/25/2019 15:58,10/30/2020 1:59
50,1045.01,1045,54044474,54044474.01,1,FP,10h39m33.05s,159.887704,-32d30m42.77s,-32.51188,-34.609,14.667,2458545.922,3.7042599999999997,4.08,7440.0,16.7631,1813.75,1818.0,9.6306,300.69599999999997,7013.799805,4.21,1.84,6/11/2019 14:44,3/4/2020 12:58
51,1046.01,1046,309787037,309787037.0,1,APC,08h25m40.67s,126.419468,-60d54m27.05s,-60.907514,-1.536,-9.979,2458518.852,1.30427,1.607,950.0,4.89414,2608.14,1990.0,10.0119,301.298,6762.0,4.11,1.75,6/25/2019 15:58,12/11/2020 12:01
52,1047.01,1047,370745311,370745311.0,1,FP,09h38m19.57s,144.581535,-67d30m18.35s,-67.50509699999999,-35.412,24.084,2458544.7909999997,0.62627,0.6659999999999999,1880.0,5.72162,3235.57,2101.0,10.2355,134.92600000000002,5622.0,4.5,0.93,6/25/2019 15:58,7/24/2020 12:00
53,1048.01,1048,384549882,384549882.0,1,FP,09h06m06.65s,136.527702,-54d54m14.12s,-54.903921999999994,-10.863,7.063,2458518.376,0.30412,0.748,1330.0,10.417,280833.0,6413.0,8.802,440.426,11892.0,4.14,2.52,6/11/2019 14:45,6/15/2020 12:00
54,1049.01,1049,16288184,16288184.01,1,KP,16h55m04.52s,253.768848,-28d42m38.1s,-28.710584000000004,-8.568,-5.562,2458626.801,2.180764,2.941969,18115.7832,21.029911,2947.071533,1879.175903,11.0657,314.995,6599.0,4.21017,1.52629,7/15/2019 19:20,12/17/2019 10:00
55,105.01,105,144065872,144065872.0,1,KP,22h29m49.88s,337.457824,-48d00m11.16s,-48.003099,91.976,-6.861000000000001,2459084.585,2.18467,2.718,11400.0,14.167,998.015,1565.0,9.4995,137.54399999999998,5630.0,4.3775900000000005,1.24,9/5/2018 18:34,11/9/2020 16:00
56,1050.01,1050,66818296,66818296.01,1,KP,15h59m50.94s,239.962248,-28d03m42.46s,-28.061794,-8.1,-9.639,2458627.126,3.7352849999999997,4.2958739999999995,17207.56641,21.273773000000002,1622.430908,1618.6811519999999,11.0261,405.908,6650.0,4.1639,1.57,7/15/2019 19:20,12/17/2019 10:00
57,1051.01,1051,259863352,259863352.0,1,FA,02h41m27.83s,40.365939000000004,-71d27m45.9s,-71.462749,168.17,-56.04,2458657.7369999997,21.701669,8.267642,211.656733,2.375149,52.095,685.2,7.1278,53.19149,5625.0,4.438,1.5648600000000001,8/16/2019 20:20,11/16/2020 10:00
58,1052.01,1052,317060587,317060587.0,1,PC,22h30m02.47s,337.51027400000004,-75d38m47.62s,-75.646561,-63.327,-1.942,2458332.941,9.139804,3.091294,358.415771,3.062985,243.011765,1006.534668,9.0197,129.804,5958.200195,4.34,1.58,8/16/2019 20:20,11/5/2020 12:00
59,1053.01,1053,112395568,112395568.0,1,FP,19h23m54.51s,290.97711699999996,-33d21m05.1s,-33.351416,-18.692,-8.192,2458657.999,5.742625,2.860293,1105.760864,13.088532,243.011765,1006.534668,8.8849,263.72900000000004,5664.0,3.26574,3.86959,8/16/2019 20:20,6/27/2020 12:00
60,1054.01,1054,366989877,366989877.0,1,CP,20h08m27.4s,302.11417400000005,-54d19m03s,-54.317501,1.594,-15.902999999999999,2458664.973,15.505289999999999,5.092786,623.092285,3.181526,243.011765,1006.534668,8.4362,88.4343,6122.0,4.30881,1.24811,8/16/2019 20:20,12/16/2020 12:01
61,1055.01,1055,320004517,320004517.0,1,CP,19h33m08.79s,293.286615,-54d31m57.82s,-54.532728000000006,108.439,-82.632,2458661.063,17.47114,4.3197980000000005,1258.5532230000001,3.8645669999999996,243.011765,1006.534668,8.0888,57.2651,5783.540039,4.49925,1.0782399999999999,8/16/2019 20:20,2/3/2021 12:01
62,1056.01,1056,421894914,421894914.0,1,PC,22h37m02.09s,339.25870299999997,-76d55m03.38s,-76.91760500000001,9.716000000000001,-20.168,2458326.071,5.307589,2.5618279999999998,387.441528,2.903689,480.10391200000004,1193.889648,9.6663,168.354,6124.299805,4.38,1.3758,8/16/2019 20:20,11/5/2020 12:00
63,1057.01,1057,323132914,323132914.0,1,PC,08h31m59.26s,127.996917,-78d24m27.23s,-78.40756400000001,117.721,-24.565,2458607.347,51.164821999999994,6.254958,968.313416,3.031104,480.10391200000004,1193.889648,9.4091,98.2855,5599.0,4.46138,0.968952,8/16/2019 20:20,10/30/2020 1:59
64,1058.01,1058,31553893,31553893.01,1,PC,19h15m38.83s,288.91177200000004,-31d47m26.93s,-31.790813,3.2260000000000004,-16.323,2458663.023,11.112686,4.956529,793.9677730000001,3.254684,480.10391200000004,1193.889648,9.3781,338.83099999999996,5785.0,4.343999999999999,1.13565,8/16/2019 20:20,11/5/2020 12:00
65,1059.01,1059,380783252,380783252.0,1,PC,17h58m51.48s,269.714503,-60d55m21.82s,-60.922727,4.297,-207.40900000000002,2458660.5409999997,9.449544,2.171769,24877.55469,23.233707,480.10391200000004,1193.889648,9.7825,98.8783,5509.0,4.3975800000000005,1.0306899999999999,8/16/2019 20:20,11/5/2020 12:00
66,106.01,106,38846515,38846515.01,1,KP,04h35m50.36s,68.959816,-64d01m37.34s,-64.027039,10.845,-0.499,2459204.3540000003,2.849513,3.7150230000000004,7356.398870999999,15.803857,2935.490055,1877.326899,10.3157,364.411,6900.0,4.438,1.77457,9/5/2018 18:34,2/18/2021 16:00
67,1060.01,1060,101230735,101230735.0,1,PC,19h57m09.84s,299.290995,-48d56m04.11s,-48.934476000000004,2.224,-14.604000000000001,2458653.966,2.068731,0.920059,545.986572,3.08866,2935.490055,1877.326899,9.6652,128.491,5687.899902,4.6,1.3001,8/16/2019 20:20,10/30/2020 1:59
68,1061.01,1061,253990973,253990973.0,1,FP,18h58m45.34s,284.688908,-41d14m32.94s,-41.242483,24.978,-71.79,2458654.253,0.540933,1.674337,257.347473,2.2850099999999998,2935.490055,1877.326899,9.7345,133.171,5525.0,4.253419999999999,1.21935,8/16/2019 20:20,3/4/2020 12:58
69,1062.01,1062,299799658,299799658.0,1,PC,02h32m29.03s,38.120968,-78d01m25.26s,-78.02368299999999,107.84700000000001,30.732,2459082.595,4.11506,1.175,520.0,2.3620900000000002,124.181,929.0,9.478,82.1733,5394.0,4.5094199999999995,0.89,8/16/2019 20:20,12/14/2020 16:00
70,1063.01,1063,406976746,406976746.0,1,PC,15h22m13.32s,230.555493,-83d03m22.37s,-83.056214,-89.125,-9.6,2458629.395,10.065294999999999,2.0249740000000003,788.713745,2.277837,67.054443,729.838257,9.0689,61.1201,5552.0,4.6178300000000005,0.8043779999999999,8/16/2019 20:20,10/30/2020 1:59
71,1064.01,1064,79748331,79748331.01,1,PC,19h44m00.94s,296.003935,-47d33m43.31s,-47.56203,-3.457,-100.891,2459036.857,6.442219000000001,1.973599,1019.6273769999999,2.366407,60.852045,712.341987,10.0059,68.0726,4803.0,4.52079,0.737189,8/16/2019 20:20,10/30/2020 1:59
72,1064.02,1064,79748331,79748331.02,2,PC,19h44m00.94s,296.003935,-47d33m43.31s,-47.56203,-3.457,-100.891,2459043.505,12.237098,2.872121,1410.917398,4.477133,25.867306,575.1849950000001,10.0059,68.0726,4803.0,4.52079,0.737189,8/16/2019 20:20,10/30/2020 1:59
73,1065.01,1065,7088246,7088246.01,1,KP,19h05m28.02s,286.36675,-50d04m02.46s,-50.06735,7.315,-0.862,2458654.348,2.160344,1.828854,19357.99219,22.503542000000003,25.867306,575.1849950000001,13.2851,639.004,5780.0,4.329280000000001,1.2,8/16/2019 20:20,12/17/2019 10:00
74,1066.01,1066,201604954,201604954.0,1,KP,19h00m23.16s,285.096517,-54d53m36.03s,-54.89334100000001,3.99,-37.19,2458657.833,4.606184,3.121643,13793.03516,12.962219000000001,25.867306,575.1849950000001,11.9707,353.89099999999996,5670.0,4.3925,1.07,8/16/2019 20:20,12/17/2019 10:00
75,1067.01,1067,201642601,201642601.0,1,KP,19h14m41.28s,288.67200499999996,-59d34m45.66s,-59.57935,3.125,6.146,2459039.051,3.131959,2.334155,13437.08901,8.722482000000001,148.636453,890.535185,13.1686,263.60900000000004,4351.0,4.438,0.7670100000000001,8/16/2019 20:20,9/19/2020 10:00
76,1068.01,1068,6663331,6663331.01,1,KP,18h57m35.94s,284.399762,-49d08m18.65s,-49.138513,11.095999999999998,-5.763999999999999,2458656.633,3.1803619999999997,2.1115209999999998,21192.46289,13.446487,148.636453,890.535185,13.2887,535.383,5498.0,4.4793400000000005,0.92,8/16/2019 20:20,12/17/2019 10:00
77,1069.01,1069,31858843,31858843.01,1,KP,19h17m55.01s,289.479212,-32d51m36.45s,-32.860124,-16.778,-31.803,2458655.579,2.977692,3.08003,17769.65234,16.759075,148.636453,890.535185,10.4293,197.99599999999998,5703.0,4.25824,1.24033,8/16/2019 20:20,12/17/2019 10:00
78,107.01,107,92352620,92352620.01,1,KP,20h55m07.98s,313.78323900000004,-34d08m08.7s,-34.135751,26.375999999999998,-44.946999999999996,2459039.336,3.9499589999999998,4.5528830000000005,12820.1855,19.729855999999998,1364.201304,1550.0273619999998,9.6433,211.21099999999998,6153.0,4.18077,1.7103599999999999,9/5/2018 18:34,9/19/2020 10:00
79,1070.01,1070,31858844,31858844.01,1,FP,19h17m54.85s,289.478541,-32d51m40.78s,-32.861327,26.375999999999998,-44.946999999999996,2458655.579,2.977615,3.25697,43218.11328,26.88423,1364.201304,1550.0273619999998,15.7114,211.21099999999998,5740.0,4.29219,1.28,8/16/2019 20:20,12/17/2019 10:00
80,1071.01,1071,120247528,120247528.0,1,KP,18h40m44.2s,280.184169,-58d27m33.8s,-58.459388,-27.094,-30.897,2458655.3959999997,3.553814,2.056578,9979.266602,12.539744,1364.201304,1550.0273619999998,11.5803,290.198,5639.0,4.37172,1.0797299999999999,8/16/2019 20:20,3/4/2020 13:49
81,1072.01,1072,140830390,140830390.0,1,FP,05h02m30.55s,75.627307,-72d54m50.39s,-72.91399799999999,1.679,32.797,2459211.732,12.837969000000001,9.846411999999999,10539.01928,25.488638,374.129,1225.0,11.7106,703.878,5765.0,4.34773,2.4494,8/16/2019 20:20,2/19/2021 10:00
82,1073.01,1073,158297421,158297421.0,1,CP,19h09m56.26s,287.484402,-49d39m53.79s,-49.664941999999996,3.827,4.878,2459036.473,3.9225470000000002,1.917072,29838.19945,12.936978,91.175494,788.114433,13.6699,300.67,4444.0,4.438,0.6983,8/16/2019 20:20,9/19/2020 10:00
83,1074.01,1074,327301957,327301957.0,1,PC,20h43m02.64s,310.761004,-72d00m36.96s,-72.010267,20.031,42.175,2458662.652,13.925997,4.475409,1550.688843,3.4703180000000002,91.175494,788.114433,10.6339,107.35600000000001,5206.0,4.63095,0.753918,8/16/2019 20:20,10/30/2020 1:59
84,1075.01,1075,351601843,351601843.0,1,PC,20h39m53.09s,309.971209,-65d26m58.92s,-65.449699,-99.73700000000001,-59.95,2458654.251,0.604763,1.063609,968.4605710000001,2.036747,91.175494,788.114433,11.1186,61.4592,4046.0,4.60963,0.653189,8/16/2019 20:20,10/30/2020 1:59
85,1076.01,1076,360742636,360742636.0,1,KP,19h38m32.09s,294.633694,-55d19m48.97s,-55.330268999999994,5.382000000000001,-38.111999999999995,2458654.163,2.549553,2.598449,15944.37305,13.024975999999999,91.175494,788.114433,11.2474,248.46,5659.0,4.44653,1.02,8/16/2019 20:20,12/17/2019 10:00
86,1077.01,1077,369960846,369960846.0,1,PC,11h35m14.59s,173.810798,-88d05m46.37s,-88.096213,-22.788,9.977,2458654.107,1.606295,1.9748139999999998,18133.39453,12.274219,91.175494,788.114433,13.460999999999999,463.68300000000005,5192.0,4.4617,0.9141090000000001,8/16/2019 20:20,12/17/2019 10:00
87,1078.01,1078,370133522,370133522.0,1,CP,20h27m42.88s,306.928646,-56d27m44.23s,-56.462286999999996,424.414,-1230.62,2458654.106,0.518224,0.718441,847.714661,1.13486,91.175494,788.114433,10.1165,20.373,3325.0,4.88693,0.38299999999999995,8/16/2019 20:20,12/18/2020 12:01
88,1079.01,1079,379240073,379240073.0,1,PC,18h52m28.68s,283.119492,-55d23m16.54s,-55.387928,-1.479,-2.677,2458656.383,3.1641470000000003,1.5988639999999998,7491.851073999999,13.276169,91.175494,788.114433,13.1284,1179.27,6519.0,4.220680000000001,1.48759,8/16/2019 20:20,12/17/2019 10:00
89,108.01,108,289793076,289793076.0,1,KP,21h07m50.76s,316.96148,-26d05m48.19s,-26.09672,3.4789999999999996,-10.312999999999999,2458328.085,3.044616,2.5616630000000002,21537.57521,11.916674,315.909422,1075.252335,13.163,421.855,5523.0,4.52192,0.809868,9/5/2018 18:34,10/5/2020 16:00
