rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
1534,2332.01,2332,286000547,286000547.0,1,PC,09h18m57.97s,139.741548,-15d18m29.09s,-15.308079999999999,-10.263,-5.957000000000001,2458539.019,7.4919,3.86,13780.0,12.4131,255.09,1113.0,12.2015,360.478,5596.2,4.43,1.0,10/23/2020 19:58,1/1/2021 12:00
1535,2333.01,2333,358579111,358579111.0,1,PC,03h36m53.13s,54.221382999999996,-60d03m41.31s,-60.061476,-0.41200000000000003,-4.213,2459169.298,14.219764000000001,6.416,2390.0,8.78678,215.55200000000002,1067.0,12.3462,817.8739999999999,6115.0,3.97,1.83,10/23/2020 19:58,1/30/2021 10:00
1536,2334.01,2334,200743403,200743403.0,1,PC,03h16m37.01s,49.154193,-48d06m28.5s,-48.107918,23.590999999999998,-11.286,2459169.124,7.998083,3.0469999999999997,3960.0,10.9403,97.3629,875.0,12.1385,593.163,5556.0,3.97,1.7,10/23/2020 19:58,2/1/2021 10:00
1537,2335.01,2335,160003961,160003961.0,1,PC,03h23m18.39s,50.826623,-40d27m12.66s,-40.453518,-4.119,9.349,2459169.503,1.4492049999999999,1.104,1200.0,6.15666,551.7769999999999,1350.0,12.1323,439.74699999999996,6004.9,4.39,1.12,10/23/2020 19:58,1/29/2021 10:00
1538,2336.01,2336,88902249,88902249.01,1,PC,15h20m55.3s,230.23041600000002,-33d41m32.86s,-33.69246,6.3870000000000005,-19.009,2458618.696,7.7054,4.308,3640.0,11.1592,416.83,1258.0,10.1757,297.716,6458.0,4.03,1.83,10/23/2020 19:58,10/24/2020 12:00
1539,2337.01,2337,230001847,230001847.0,1,PC,19h22m28.77s,290.61989500000004,+60d51m14.05s,60.85390400000001,-10.335,9.837,2459033.365,2.9943,5.994,680.0,8.20733,1523.88,1740.0,11.2347,536.0459999999999,4784.0,4.03,3.23,10/23/2020 19:58,10/30/2020 1:59
1540,2338.01,2338,24358417,24358417.01,1,PC,05h25m22.7s,81.34458199999999,-34d40m05.7s,-34.668248999999996,38.0,18.022000000000002,2459183.681,22.653961,3.468,11530.0,12.2765,13.8485,537.0,11.7024,313.996,5523.0,4.33,1.12,10/23/2020 19:58,2/3/2021 10:00
1541,2339.01,2339,279514271,279514271.0,1,PC,07h03m02.89s,105.762026,-55d22m05.83s,-55.368285,-1.137,9.054,2459133.651,9.772747,6.752000000000001,1390.0,8.814119999999999,354.31,1208.0,11.9507,753.745,5636.8,3.66,2.44,10/23/2020 19:58,1/1/2021 12:00
1542,234.01,234,12423815,12423815.01,1,PC,00h10m16.52s,2.568852,-26d16m56.67s,-26.282408,23.081999999999997,-2.7569999999999997,2458356.088,2.83911,1.547979,38289.62033,11.452838999999999,45.563081,662.632938,14.6253,249.345,3642.0,4.438,0.54933,11/16/2018 21:15,11/6/2020 16:00
1543,2340.01,2340,29959761,29959761.01,1,FP,02h49m02.75s,42.261441,-16d33m27.56s,-16.557655,59.809,84.904,2459169.75,1.647157,1.033,3880.0,6.0689400000000004,362.23699999999997,1215.0,11.8012,178.99900000000002,5027.0,4.64,0.73,10/23/2020 19:58,1/29/2021 10:00
1544,2341.01,2341,100267480,100267480.0,1,PC,20h27m22.45s,306.843521,-53d13m14.35s,-53.220653000000006,45.658,-10.599,2458681.751,0.87741,0.47200000000000003,12050.0,8.59148,26.3008,630.0,12.722000000000001,121.43299999999999,3495.0,4.64,0.62,10/23/2020 19:58,12/9/2020 12:00
1545,2342.01,2342,100589632,100589632.0,1,PC,05h45m50.13s,86.45885899999999,-32d56m51.51s,-32.947641,-29.22,31.796,2459221.102,3.947157,1.699,1880.0,3.8696800000000002,71.367,809.0,11.1581,139.546,4794.0,4.47,0.84,10/23/2020 19:58,2/19/2021 16:00
1546,2343.01,2343,166834768,166834768.0,1,PC,03h54m27.88s,58.616172999999996,-31d20m41.62s,-31.344895,4.946000000000001,-1.3030000000000002,2459169.6769999997,3.255318,2.061,1920.0,6.72917,362.749,1215.0,12.2539,511.208,5927.0,4.28,1.25,10/23/2020 19:58,2/1/2021 10:00
1547,2344.01,2344,311179742,311179742.0,1,PC,17h10m51.61s,257.715033,-75d43m47.97s,-75.72999200000001,-2.616,1.314,2458674.119,8.30539,5.0569999999999995,3050.0,10.8924,326.909,1184.0,12.2766,802.875,5929.0,3.86,2.03,10/23/2020 19:58,10/24/2020 12:00
1548,2345.01,2345,91555165,91555165.01,1,PC,02h55m32.35s,43.884794,-34d58m40.71s,-34.977975,202.40099999999998,-104.353,2459169.373,1.052873,1.314,450.0,1.6484900000000002,2464.87,1962.0,10.3759,81.6541,4621.0,4.54,0.76,10/23/2020 19:58,2/24/2021 12:01
1549,2346.01,2346,317483660,317483660.0,1,PC,05h52m22.3s,88.092907,-13d22m20.89s,-13.372469,-11.234000000000002,3.0589999999999997,2458487.857,3.3304400000000003,3.79,11740.0,14.3429,1469.93,1725.0,11.5584,437.48400000000004,6605.0,4.33,1.33,10/23/2020 19:58,12/9/2020 12:00
1550,2347.01,2347,301343785,301343785.0,1,APC,03h29m57.03s,52.487605,-00d54m15.18s,-0.904217,4.724,-2.184,2458435.0330000003,1.17204,1.0490000000000002,1900.0,9.30172,762.633,1464.0,11.6751,587.369,6033.7,3.92,1.93,10/23/2020 19:58,12/9/2020 12:00
1551,2348.01,2348,317019074,317019074.0,1,PC,05h45m01.12s,86.254678,-13d19m35.82s,-13.326617,1.105,0.741,2458489.563,1.20451,1.0270000000000001,1230.0,8.24456,7309.37,2575.0,11.6884,487.85400000000004,6595.0,4.3,1.38,10/23/2020 19:58,12/9/2020 12:00
1552,2349.01,2349,405452527,405452527.0,1,APC,09h33m02.24s,143.25933899999998,-13d49m50.28s,-13.830634,-7.785,2.342,2458539.594,11.56356,6.852,19280.0,22.6508,266.582,1125.0,11.8929,528.869,5782.0,4.04,1.61,10/23/2020 19:58,1/1/2021 12:00
1553,235.01,235,280095254,280095254.0,1,PC,03h04m47.5s,46.197914000000004,-73d23m46.95s,-73.396374,114.75,46.76,2458357.285,10.09029,1.712,2380.0,22.6508,99.0436,1125.0,9.4688,104.301,5454.42,3.4424699999999997,1.61,11/16/2018 21:15,11/18/2020 10:00
1554,2350.01,2350,47601197,47601197.01,1,PC,06h29m37.95s,97.40812199999999,-21d59m39.79s,-21.994385,-5.327999999999999,-9.006,2458489.509,8.61022,2.286,1690.0,4.29504,180.385,1020.0,10.6477,185.50599999999997,5484.0,4.35,1.08,10/23/2020 19:58,1/27/2021 10:00
1555,2351.01,2351,290036495,290036495.0,1,APC,12h50m38.79s,192.661632,-14d33m54.36s,-14.565098999999998,-22.015,-8.012,2458591.4669999997,5.2524,1.669,21630.0,19.2758,76.3132,823.0,12.1103,457.57,5728.0,4.24,1.27,10/23/2020 19:58,1/14/2021 12:01
1556,2352.01,2352,32925763,32925763.01,1,PC,05h49m29.59s,87.373285,-25d22m32.21s,-25.375613,1.367,9.988,2458488.341,1.68049,1.205,2250.0,5.32471,454.98699999999997,1286.0,11.0863,231.907,5695.0,4.41,1.04,10/23/2020 19:58,12/9/2020 12:00
1557,2353.01,2353,177079323,177079323.0,1,PC,06h52m58.89s,103.24539399999999,-67d32m21.34s,-67.53926,4.331,2.04,2459194.45,5.75216,2.654,800.0,7.06795,2023.69,1868.0,11.895,723.3919999999999,6510.3,3.97,1.98,10/23/2020 19:58,2/1/2021 10:00
1558,2354.01,2354,219766989,219766989.0,1,PC,12h49m17.21s,192.32172,-21d19m58.92s,-21.333033,-0.794,-10.735999999999999,2458595.305,0.51117,0.7909999999999999,2640.0,8.27997,3116.67,2081.0,11.9951,569.651,6095.0,4.13,1.53,10/23/2020 19:58,10/24/2020 12:00
1559,2355.01,2355,124515764,124515764.0,1,PC,13h16m05.05s,199.021029,-33d45m50.26s,-33.76396,-25.369,-7.35,2458595.003,1.2708,2.411,1360.0,4.08344,4207.7,2243.0,11.7959,418.251,6296.0,4.39,1.17,10/23/2020 19:58,10/24/2020 12:00
1560,2356.01,2356,30947715,30947715.01,1,PC,05h18m28.29s,79.61789,-28d00m21.35s,-28.00593,13.54,-0.28,2458489.405,3.66275,3.096,970.0,3.5275800000000004,782.3330000000001,1473.0,11.7118,415.04,6150.0,4.33,1.22,10/23/2020 19:58,12/9/2020 12:00
1561,2357.01,2357,124206468,124206468.0,1,PC,13h08m48.13s,197.200536,-31d29m58.07s,-31.499464,4.4910000000000005,-0.8290000000000001,2458592.113,7.0955,2.7969999999999997,5430.0,11.9938,248.22,1105.0,11.4586,503.535,6493.0,4.17,1.58,10/23/2020 19:58,10/24/2020 12:00
1562,2358.01,2358,124095888,124095888.0,1,PC,13h05m08.6s,196.28583400000002,-31d59m07.36s,-31.985378000000004,-6.391,-14.182,2458594.913,1.12608,0.863,1700.0,5.123880000000001,782.952,1473.0,11.5137,395.046,6423.0,4.36,1.24,10/23/2020 19:58,10/24/2020 12:00
1563,2359.01,2359,436102447,436102447.0,1,PC,05h35m16.48s,83.818664,+06d35m15.75s,6.587708,-4.383,-16.049,2458486.393,5.1858,7.191,4550.0,18.5118,1753.41,1802.0,11.0331,594.265,6130.0,3.64,2.7,10/23/2020 19:58,12/9/2020 12:00
1564,236.01,236,9727392,9727392.01,1,FP,23h53m46.74s,358.444734,-10d53m05.85s,-10.884958000000001,0.799,3.355,2458355.326,4.534451,4.936391,23574.84375,23.183788,1003.703247,1435.559082,11.2932,502.92699999999996,6421.5,4.19,1.47459,11/16/2018 21:15,12/17/2019 10:00
1565,2360.01,2360,31656385,31656385.01,1,PC,03h06m38.32s,46.659674,-66d00m28.56s,-66.007932,14.519,11.727,2459073.996,22.84518,7.215,9210.0,15.1752,91.9765,862.0,11.9961,580.188,5963.1,4.08,1.57,10/23/2020 19:58,12/9/2020 12:00
1566,2361.01,2361,204671232,204671232.0,1,PC,12h19m55.81s,184.982551,-27d17m05.41s,-27.284837,-36.815,10.615,2458595.2090000003,8.71546,3.9339999999999997,12010.0,12.1387,103.48899999999999,888.0,11.9196,314.877,5395.0,4.36,1.06,10/23/2020 19:58,10/24/2020 12:00
1567,2362.01,2362,302924206,302924206.0,1,PC,02h19m49.02s,34.954262,-62d30m13.74s,-62.503817000000005,-13.334000000000001,-7.086,2459137.085,6.944405000000001,2.085,4500.0,10.1119,114.05,910.0,12.3715,634.033,6104.5,4.19,1.42,10/23/2020 19:58,12/22/2020 16:00
1568,2363.01,2363,445456888,445456888.0,1,PC,07h31m30.09s,112.87536599999999,-52d59m09.19s,-52.985887,-15.382,11.376,2459236.261,5.543604,4.035,6030.0,14.4393,892.3789999999999,1522.0,12.1046,721.25,6510.0,4.05,1.81,10/23/2020 19:58,2/19/2021 16:00
1569,2364.01,2364,39414571,39414571.01,1,PC,05h56m31.21s,89.130026,-05d00m43.31s,-5.01203,12.306,-15.424000000000001,2458487.404,4.0183,2.705,10020.0,9.44145,207.824,1057.0,11.5521,219.614,5216.0,4.44,0.94,10/23/2020 19:58,12/9/2020 12:00
1570,2365.01,2365,344085117,344085117.0,1,PC,07h12m04.19s,108.017449,-50d14m52s,-50.247778000000004,8.126,-20.872,2458541.805,0.65969,0.674,960.0,4.84494,2156.91,1898.0,11.9732,415.13699999999994,5832.0,4.26,1.25,10/23/2020 19:58,12/9/2020 12:00
1571,2366.01,2366,39218269,39218269.01,1,PC,05h54m01.21s,88.505022,-03d38m23.67s,-3.639907,8.71,22.471,2459224.9669999997,17.186988,3.845,3130.0,12.9307,97.2728,874.0,11.8402,439.569,6049.7,3.87,2.05,10/23/2020 19:58,2/22/2021 12:01
1572,2367.01,2367,441159680,441159680.0,1,PC,22h12m26.72s,333.111347,-26d55m34.93s,-26.926370000000002,7.045,-11.192,2459084.787,5.74984,3.734,17690.0,14.4892,329.499,1186.0,12.3193,467.51599999999996,6046.0,4.42,1.08,10/23/2020 19:58,12/9/2020 12:00
1573,2368.01,2368,401125028,401125028.0,1,PC,08h59m49.83s,134.957623,-48d29m18.57s,-48.488493,-5.178,-19.817,2458541.639,5.17446,1.683,11440.0,10.4726,64.5977,789.0,11.6955,210.915,5177.0,4.48,0.89,10/23/2020 19:58,3/2/2021 12:01
1574,2369.01,2369,220068921,220068921.0,1,PC,05h35m39.31s,83.91380699999999,+04d49m40.69s,4.82797,3.3989999999999996,-32.39,2458489.438,3.3637599999999996,3.418,7030.0,10.7493,705.699,1435.0,12.1227,418.29,5713.3,4.24,1.27,10/23/2020 19:58,12/9/2020 12:00
1575,237.01,237,305048087,305048087.0,1,CP,23h32m58.45s,353.243538,-29d24m59.35s,-29.416487,151.047,-333.194,2458355.25,5.4337290000000005,1.172585,6530.706543,1.741587,3.324008,344.377869,13.4102,38.0749,3139.0,5.04944,0.214,11/16/2018 21:15,12/18/2020 12:01
1576,2370.01,2370,347357977,347357977.0,1,PC,08h51m35.72s,132.898822,-16d23m10.6s,-16.386277,-11.963,-4.376,2458539.6040000003,12.68587,3.6889999999999996,1590.0,4.127190000000001,666.3389999999999,1415.0,11.4878,294.752,5851.0,4.43,1.04,10/23/2020 19:58,12/9/2020 12:00
1577,2371.01,2371,432132155,432132155.0,1,PC,09h09m14.81s,137.31171,-19d46m40.88s,-19.778021,-10.534,-2.229,2458540.723,4.898,3.8310000000000004,9960.0,12.8717,417.98,1259.0,12.2036,471.152,5774.0,4.23,1.29,10/23/2020 19:58,12/9/2020 12:00
1578,2372.01,2372,189620016,189620016.0,1,APC,09h36m09.75s,144.040606,-24d45m04.02s,-24.751117999999998,-6.376,1.579,2458541.2090000003,1.17971,1.224,3780.0,18.0295,1104.49,1606.0,12.2186,1092.91,6127.1,3.67,2.61,10/23/2020 19:58,1/1/2021 12:00
1579,2373.01,2373,332558858,332558858.0,1,PC,04h06m44.69s,61.68622,-16d45m20.72s,-16.755754999999997,11.289000000000001,-39.175,2459168.5069999998,13.336817000000002,4.3839999999999995,8210.0,11.2448,69.8726,805.0,12.5882,508.686,5517.0,4.26,1.2,10/23/2020 19:58,1/30/2021 10:00
1580,2374.01,2374,439366538,439366538.0,1,PC,21h17m59.58s,319.498241,-22d02m59.36s,-22.049823,-11.514000000000001,-31.331,2458326.555,4.313619999999999,1.709,9490.0,8.019169999999999,54.2011,755.0,11.2057,134.655,4929.5,0.1,0.8,10/28/2020 23:31,12/9/2020 12:00
1581,2375.01,2375,164150537,164150537.0,1,PC,22h22m58.11s,335.74211,+30d34m23.76s,30.573268,27.728,10.405,2458741.726,6.16096,1.841,23330.0,19.3983,57.6241,767.0,12.6389,521.117,5669.0,4.29,1.19,10/28/2020 23:33,11/7/2020 12:00
1582,2376.01,2376,326522874,326522874.0,1,PC,22h58m58.56s,344.743989,-23d08m52.9s,-23.148028,-14.014000000000001,-7.046,2459091.162,3.182505,2.288873,3993.2120909999994,8.900176,1042.442252,1449.214768,12.7119,665.5830000000001,5672.5,4.4,1.3954,11/6/2020 18:59,12/9/2020 12:00
1583,2377.01,2377,146165619,146165619.0,1,APC,22h47m29.23s,341.871773,-15d34m22.61s,-15.572947000000001,0.618,-30.148000000000003,2459088.795,1.676607,1.470651,38486.30283,16.335045,180.666369,935.0591380000001,14.1858,288.642,4155.0,4.66247,0.6226659999999999,11/6/2020 18:59,12/12/2020 12:01
1584,2378.01,2378,231063955,231063955.0,1,PC,02h06m28.21s,31.617523,-56d11m55.97s,-56.19888,49.113,16.916,2459090.746,3.4972779999999997,2.168336,17354.7453,11.493122,192.6704,950.2185390000001,13.3921,390.61800000000005,4940.0,4.53,0.80797,11/6/2020 18:59,11/8/2020 12:00
1585,2379.01,2379,201177276,201177276.0,1,PC,23h52m22.09s,358.09204700000004,-53d02m35.36s,-53.043156,16.528,1.74,2459089.81,5.4697059999999995,1.8600869999999998,31665.507210000003,11.41606,27.534321000000002,584.23604,13.6521,211.247,3770.0,4.61871,0.6389020000000001,11/6/2020 18:59,11/6/2020 12:00
1586,238.01,238,9006668,9006668.01,1,PC,23h16m55.46s,349.231081,-18d36m23.93s,-18.606645999999998,-53.238,-0.195,2458354.669,1.27243,1.3030000000000002,438.0,1.23421,543.378,1345.0,9.926601,80.5407,5024.0,4.5685,0.77,11/16/2018 21:15,11/18/2020 10:00
1587,2380.01,2380,176220787,176220787.0,1,KP,00h01m18.18s,0.325761,-08d55m34.5s,-8.926250999999999,2.4730000000000003,9.647,2459092.524,5.215623,5.531435,5199.645012,17.668779,1843.3402210000002,1671.171899,9.4834,275.587,6067.2,3.73,2.39014,11/6/2020 18:59,11/8/2020 12:00
1588,2381.01,2381,39080923,39080923.01,1,PC,00h54m34.46s,13.643588000000001,-67d54m54.57s,-67.915159,-12.465,-28.055,2459090.203,5.044611,1.8950069999999999,14609.1928,18.958685,319.829103,1078.5722560000002,12.3643,422.151,5337.0,4.5,1.16636,11/6/2020 18:59,12/9/2020 12:00
1589,2382.01,2382,2760219,2760219.01,1,PC,23h45m30.04s,356.375185,-16d06m50.85s,-16.114124,12.369000000000002,-5.394,2459089.607,4.661037,2.106479,4876.176465,12.172187,824.003807,1366.476144,11.4408,434.92,5884.5,4.3,1.52373,11/6/2020 18:59,12/9/2020 12:00
1590,2383.01,2383,20897611,20897611.01,1,APC,00h05m56.36s,1.484836,-20d39m14.24s,-20.653955,-6.667000000000001,-49.57,2459089.781,3.1348119999999997,1.527077,9565.672062,13.927710000000001,574.6834230000001,1248.754071,10.459000000000001,174.593,5503.0,4.4,1.05637,11/6/2020 18:59,1/12/2021 12:01
1591,2384.01,2384,382602147,382602147.0,1,PC,02h24m37.48s,36.156146,-65d00m00.71s,-65.000196,8.584,-52.648,2459090.106,2.135634,1.901779,29331.374939999998,11.709086,96.585911,799.554725,13.3147,191.51,3678.2,4.4,0.666652,11/6/2020 18:59,11/6/2020 12:00
1592,2385.01,2385,231850364,231850364.0,1,PC,01h47m51.62s,26.965078000000002,-61d41m12.33s,-61.686758,6.571000000000001,-3.622,2459089.24,3.158182,2.389697,16826.87328,13.526997,242.68839599999998,1006.658123,13.5445,401.837,4367.6,4.4,1.02417,11/6/2020 18:59,11/6/2020 12:00
1593,2386.01,2386,32487566,32487566.01,1,KP,00h18m24.73s,4.603041999999999,-15d16m02.65s,-15.267404,27.393,-24.406999999999996,2459090.383,2.756739,2.380856,9248.475992,13.804466,1225.5263730000001,1509.03883,10.5853,252.75900000000001,6034.0,4.26998,1.28427,11/6/2020 18:59,11/8/2020 12:00
1594,2387.01,2387,237885040,237885040.0,1,PC,01h21m38.49s,20.410382000000002,-64d52m32.56s,-64.87571,-5.113,-6.167999999999999,2459091.531,5.659675,1.457598,8505.393885,12.17917,361.165935,1111.850625,11.8933,396.30800000000005,5859.8,4.4,1.18737,11/6/2020 18:59,12/9/2020 12:00
1595,2388.01,2388,382625239,382625239.0,1,PC,07h53m33.21s,118.38835700000001,-63d46m11.32s,-63.769812,0.4,13.4,2459199.15,1.340684,2.106,40.0,12.17917,361.165935,1111.850625,8.115,396.30800000000005,5859.8,4.4,1.18737,11/6/2020 19:50,1/29/2021 10:00
1596,2389.01,2389,89544985,89544985.01,1,PC,23h51m50.95s,357.96230099999997,-19d10m42.53s,-19.17848,15.862,-12.777000000000001,2459089.0519999997,2.3365669999999996,1.735598,13119.172190000001,17.463993,550.327996,1235.307708,13.3922,526.591,5335.0,4.5,0.910484,11/9/2020 22:39,11/10/2020 12:00
1597,239.01,239,9725627,9725627.01,1,KP,23h53m38.03s,358.408479,-10d07m05.22s,-10.118117999999999,-19.202,-8.172,2458356.962,4.1565959999999995,4.006695,4764.8282850000005,9.784621000000001,941.665501,1412.843034,10.9774,353.539,6362.5,4.59,1.38831,11/16/2018 21:15,11/6/2020 16:00
1598,2390.01,2390,369965258,369965258.0,1,PC,00h20m30.86s,5.128602,-61d23m10.23s,-61.386174,9.726,-2.8539999999999996,2459089.36,2.119818,2.08862,1867.817551,10.20984,5315.58543,2177.747507,11.3641,659.201,7022.0,4.2,1.9976099999999999,11/9/2020 22:48,12/9/2020 12:00
1599,2391.01,2391,299897516,299897516.0,1,PC,00h40m38.89s,10.162056,-60d52m49.53s,-60.880424,14.062000000000001,5.925,2459095.691,7.832433999999999,6.877111,14155.58592,21.207141,434.697809,1164.572719,12.937000000000001,859.5089999999999,5774.8,4.4,1.75826,11/9/2020 22:50,12/9/2020 12:00
1600,2392.01,2392,149349867,149349867.0,1,PC,05h35m08.09s,83.783703,-64d06m59.83s,-64.11662,2.3169999999999997,-10.749,2458328.385,5.91231,4.72,350.0,3.31921,720.571,1443.0,10.3998,325.608,6187.3,3.87,1.76,11/9/2020 22:55,12/9/2020 12:00
1601,2393.01,2393,231071138,231071138.0,1,PC,02h11m46.4s,32.943352000000004,-56d45m22.41s,-56.756226,52.147,18.703,2459128.43,18.841839999999998,3.1839999999999997,5970.0,9.05304,30.3347,653.0,12.0585,372.18,5603.0,4.35,1.1,11/24/2020 20:52,12/9/2020 12:00
1602,2394.01,2394,144297844,144297844.0,1,PC,11h55m33.78s,178.890769,-10d01m44.77s,-10.029102,-8.435,-6.057,2458565.5069999998,3.49749,2.379,1430.0,3.04285,291.363,1151.0,11.9522,236.363,5356.0,4.59,0.81,11/24/2020 20:52,11/25/2020 12:00
1603,2395.01,2395,144124187,144124187.0,1,PC,11h43m31.05s,175.879369,-07d17m45.93s,-7.2960910000000005,-0.528,-0.247,2458566.765,7.86839,3.997,10830.0,12.1944,262.625,1121.0,11.7622,413.22,6394.0,4.43,1.14,11/24/2020 20:52,11/25/2020 12:00
1604,2396.01,2396,333734769,333734769.0,1,PC,11h20m36.02s,170.150082,-26d09m11.29s,-26.153136,-16.317999999999998,-2.465,2458568.169,1.5098,1.3130000000000002,2290.0,8.209539999999999,621.94,1391.0,11.4944,469.61300000000006,5735.0,3.96,1.76,11/24/2020 20:52,1/1/2021 12:00
1605,2397.01,2397,306337838,306337838.0,1,PC,01h13m59.22s,18.496744,-06d49m36.63s,-6.826842,28.073,2.5639999999999996,2459136.9669999997,6.00327,3.947,4920.0,7.593539999999999,271.529,1130.0,12.0749,330.684,5527.0,4.37,1.06,11/24/2020 20:52,12/9/2020 12:00
1606,2398.01,2398,322807675,322807675.0,1,PC,11h34m48.79s,173.70328500000002,-25d36m16.98s,-25.604717,-71.175,18.294,2458567.41,9.704839999999999,2.156,11430.0,9.04084,32.2168,663.0,11.6701,195.153,5099.0,4.55,0.82,11/24/2020 20:52,1/12/2021 10:00
1607,2399.01,2399,219701535,219701535.0,1,PC,11h41m53.48s,175.472837,-21d47m48.35s,-21.796763000000002,3.804,-1.915,2458564.111,5.47104,2.327,3980.0,20.9375,1052.23,1586.0,11.738,611.359,6597.0,4.16,1.61,11/24/2020 20:52,2/13/2021 12:01
1608,240.01,240,101948569,101948569.0,1,PC,00h59m01.18s,14.75491,-44d09m39.13s,-44.160869,27.398000000000003,-10.245,2458360.113,19.472407999999998,3.480887,1645.9526369999999,3.049011,11.678571,471.484222,10.7011,74.881,4333.0,4.5109,0.75705,11/16/2018 21:15,10/30/2020 1:59
1609,2400.01,2400,260849386,260849386.0,1,PC,07h55m44.93s,118.93721599999999,-54d15m58.56s,-54.266268000000004,-10.949000000000002,21.896,2458568.222,1.0339,1.4040000000000001,520.0,5.37338,2619.59,1993.0,10.7961,465.461,6444.0,3.84,2.28,11/24/2020 20:52,12/9/2020 12:00
1610,2401.01,2401,11521555,11521555.01,1,PC,09h45m47.34s,146.44726,-25d27m27.85s,-25.457736999999998,-6.196000000000001,-7.534,2458562.624,5.86876,3.947,2740.0,18.9214,1914.12,1842.0,9.0982,323.506,6294.0,3.55,3.1,11/24/2020 20:52,1/1/2021 12:00
1611,2402.01,2402,1525480,1525480.01,1,PC,10h26m06.65s,156.527712,-17d15m46.13s,-17.262814000000002,-19.542,-37.036,2458565.387,5.50933,3.295,8060.0,9.02936,333.88199999999995,1190.0,12.2668,345.00300000000004,5519.0,4.45,0.97,11/24/2020 20:52,1/1/2021 12:00
1612,2403.01,2403,293435336,293435336.0,1,KP,01h46m31.9s,26.632935999999997,+02d42m01.4s,2.700389,45.398999999999994,-40.819,2459117.687,1.809879,3.754375,12983.11122,21.912986,5139.0337119999995,2159.434901,9.02706,194.459,6278.2,3.97,1.8912099999999998,11/24/2020 20:55,11/30/2020 16:00
1613,2404.01,2404,142087638,142087638.0,1,PC,06h33m46.12s,98.442149,-74d11m24.35s,-74.19009799999999,-14.482999999999999,5.89,2459160.8619999997,20.363085,4.601,1202.0,3.7450099999999997,57.792,768.0,11.1464,295.737,6142.0,4.35874,1.18,11/24/2020 20:55,2/1/2021 10:00
1614,2405.01,2405,231297123,231297123.0,1,PC,03h00m34.58s,45.144065999999995,-51d47m36.96s,-51.793599,34.466,33.088,2459117.318,1.9794009999999997,1.5055,2120.6966620000003,3.454007,189.66159,946.4868759999999,12.5515,153.332,4001.0,4.47278,0.756551,11/24/2020 20:55,12/23/2020 12:01
1615,2406.01,2406,212957629,212957629.0,1,PC,00h35m13.45s,8.806054,-03d22m19.5s,-3.3720830000000004,225.752,-336.273,2459115.975,3.0768560000000003,1.240054,20285.43366,2.821595,6.6971169999999995,410.290745,14.3109,55.419,3163.0,5.0701,0.1966,11/24/2020 20:55,2/12/2021 12:01
1616,2407.01,2407,153078576,153078576.0,1,PC,03h18m59.17s,49.746545000000005,-46d27m28.89s,-46.458025,10.824000000000002,-98.214,2459167.977,2.702962,1.6119999999999999,2740.0,3.7273300000000003,41.6308,707.0,12.5264,92.4366,3596.0,4.7159699999999996,0.52,11/24/2020 20:55,2/1/2021 10:00
1617,2408.01,2408,67630845,67630845.01,1,PC,01h12m58.18s,18.24241,-32d57m57.66s,-32.966015999999996,105.714,1.022,2459118.831,9.465545,3.025646,5514.632335,5.826569,44.622564000000004,659.186614,11.9205,186.328,4935.0,4.59823,0.74845,11/24/2020 20:55,12/9/2020 12:00
1618,2409.01,2409,321068176,321068176.0,1,PC,02h57m21.22s,44.338399,-41d11m30.38s,-41.191773,-20.002,-18.125,2459121.066,12.969693,1.1129069999999999,4085.6845380000004,6.1709879999999995,52.050294,685.055168,11.2711,187.553,5017.0,4.38114,0.9727530000000001,11/24/2020 20:55,1/30/2021 10:00
1619,241.01,241,77031414,77031414.01,1,KP,23h36m40.49s,354.168696,-34d36m40.69s,-34.611304,87.963,-8.556000000000001,2458355.174,1.386658,2.306859,14491.17835,13.081277,1879.9233359999998,1679.4024570000001,10.9571,232.98,6286.0,4.438,1.07661,11/16/2018 21:15,11/6/2020 16:00
1620,2410.01,2410,248391319,248391319.0,1,APC,01h18m30.45s,19.626878,-00d03m23.03s,-0.056398000000000004,23.383000000000003,25.769000000000002,2459116.583,0.7989470000000001,1.1615959999999999,2303.819305,6.3169010000000005,1466.191105,1578.219462,12.2478,232.822,4785.0,4.45252,0.864137,11/24/2020 20:55,12/9/2020 12:00
1621,2411.01,2411,10837041,10837041.01,2,PC,01h23m41.39s,20.922457,-08d42m06.46s,-8.701794,-117.859,-95.29,2459116.0130000003,0.7827649999999999,1.262148,519.191219,1.747271,651.9082070000001,1288.743126,10.4238,59.5362,4099.0,4.52,0.727642,11/24/2020 20:55,12/9/2020 12:00
1622,2412.01,2412,684936227,684936227.0,1,FA,04h09m31.1s,62.379568000000006,-62d51m02.36s,-62.85065600000001,124.306,166.09099999999998,2459134.754,15.298589999999999,3.214,1187.0,1.747271,10.3396,499.0,11.9755,57.6851,4131.3,4.52,0.727642,11/25/2020 21:07,12/7/2020 12:01
